Mã,Tên,Tên Tiếng Anh,Cấp,Mã QH,Quận Huyện,Mã TP,Tỉnh / Thành Phố
10630,Xã An Bình,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10633,Xã Nam Trung,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10636,Xã An Sơn,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10639,Xã Cộng Hòa,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10642,Xã Thái Tân,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10645,Xã An Lâm,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10648,Xã Phú Điền,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10651,Xã Nam Hồng,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10654,Xã Hồng Phong,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10657,Xã Đồng Lạc,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10666,Xã Minh Tân,,Xã,291,Huyện Nam Sách,30,Tỉnh Hải Dương
10675,Phường An Lưu,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10678,Xã Bạch Đằng,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10681,Phường Thất Hùng,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10684,Xã Lê Ninh,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10687,Xã Hoành Sơn,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10693,Phường Phạm Thái,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10696,Phường Duy Tân,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10699,Phường Tân Dân,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10702,Phường Minh Tân,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10705,Xã Quang Thành,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10708,Xã Hiệp Hòa,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10714,Phường Phú Thứ,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10717,Xã Thăng Long,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10720,Xã Lạc Long,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10723,Phường An Sinh,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10726,Phường Hiệp Sơn,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10729,Xã Thượng Quận,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10732,Phường An Phụ,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10735,Phường Hiệp An,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10738,Phường Long Xuyên,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10741,Phường Thái Thịnh,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10744,Phường Hiến Thành,,Phường,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10747,Xã Minh Hòa,,Xã,292,Thị xã Kinh Môn,30,Tỉnh Hải Dương
10750,Thị trấn Phú Thái,,Thị trấn,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10753,Xã Lai Vu,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10756,Xã Cộng Hòa,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10759,Xã Thượng Vũ,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10762,Xã Cổ Dũng,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10768,Xã Tuấn Việt,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10771,Xã Kim Xuyên,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10774,Xã Phúc Thành A,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10777,Xã Ngũ Phúc,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10780,Xã Kim Anh,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10783,Xã Kim Liên,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10786,Xã Kim Tân,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10792,Xã Kim Đính,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10798,Xã Bình Dân,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10801,Xã Tam Kỳ,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10804,Xã Đồng Cẩm,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10807,Xã Liên Hòa,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10810,Xã Đại Đức,,Xã,293,Huyện Kim Thành,30,Tỉnh Hải Dương
10813,Thị trấn Thanh Hà,,Thị trấn,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10816,Xã Hồng Lạc,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10819,Xã Việt Hồng,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10825,Xã Tân Việt,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10828,Xã Cẩm Chế,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10831,Xã Thanh An,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10834,Xã Thanh Lang,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10840,Xã Tân An,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10843,Xã Liên Mạc,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10846,Xã Thanh Hải,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10849,Xã Thanh Khê,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10852,Xã Thanh Xá,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10855,Xã Thanh Xuân,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10861,Xã Thanh Thủy,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10864,Xã An Phượng,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10867,Xã Thanh Sơn,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10876,Xã Thanh Quang,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10879,Xã Thanh Hồng,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10882,Xã Thanh Cường,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10885,Xã Vĩnh Lập,,Xã,294,Huyện Thanh Hà,30,Tỉnh Hải Dương
10888,Thị trấn Cẩm Giang,,Thị trấn,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10891,Thị trấn Lai Cách,,Thị trấn,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10894,Xã Cẩm Hưng,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10897,Xã Cẩm Hoàng,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10900,Xã Cẩm Văn,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10903,Xã Ngọc Liên,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10906,Xã Thạch Lỗi,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10909,Xã Cẩm Vũ,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10912,Xã Đức Chính,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10918,Xã Định Sơn,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10924,Xã Lương Điền,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10927,Xã Cao An,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10930,Xã Tân Trường,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10933,Xã Cẩm Phúc,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10936,Xã Cẩm Điền,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10939,Xã Cẩm Đông,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10942,Xã Cẩm Đoài,,Xã,295,Huyện Cẩm Giàng,30,Tỉnh Hải Dương
10945,Thị trấn Kẻ Sặt,,Thị trấn,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10951,Xã Vĩnh Hưng,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10954,Xã Hùng Thắng,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10960,Xã Vĩnh Hồng,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10963,Xã Long Xuyên,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10966,Xã Tân Việt,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10969,Xã Thúc Kháng,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10972,Xã Tân Hồng,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10975,Xã Bình Minh,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10978,Xã Hồng Khê,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10981,Xã Thái Học,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10984,Xã Cổ Bì,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10987,Xã Nhân Quyền,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10990,Xã Thái Dương,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10993,Xã Thái Hòa,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10996,Xã Bình Xuyên,,Xã,296,Huyện Bình Giang,30,Tỉnh Hải Dương
10999,Thị trấn Gia Lộc,,Thị trấn,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11008,Xã Thống Nhất,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11020,Xã Yết Kiêu,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11029,Xã Gia Tân,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11032,Xã Tân Tiến,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11035,Xã Gia Khánh,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11038,Xã Gia Lương,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11041,Xã Lê Lợi,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11044,Xã Toàn Thắng,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11047,Xã Hoàng Diệu,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11050,Xã Hồng Hưng,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11053,Xã Phạm Trấn,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11056,Xã Đoàn Thượng,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11059,Xã Thống Kênh,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11062,Xã Quang Minh,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11065,Xã Đồng Quang,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11068,Xã Nhật Tân,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11071,Xã Đức Xương,,Xã,297,Huyện Gia Lộc,30,Tỉnh Hải Dương
11074,Thị trấn Tứ Kỳ,,Thị trấn,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11083,Xã Đại Sơn,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11086,Xã Hưng Đạo,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11089,Xã Ngọc Kỳ,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11092,Xã Bình Lăng,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11095,Xã Chí Minh,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11098,Xã Tái Sơn,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11101,Xã Quang Phục,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11110,Xã Dân Chủ,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11113,Xã Tân Kỳ,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11116,Xã Quang Khải,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11119,Xã Đại Hợp,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11122,Xã Quảng Nghiệp,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11125,Xã An Thanh,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11128,Xã Minh Đức,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11131,Xã Văn Tố,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11134,Xã Quang Trung,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11137,Xã Phượng Kỳ,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11140,Xã Cộng Lạc,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11143,Xã Tiên Động,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11146,Xã Nguyên Giáp,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11149,Xã Hà Kỳ,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11152,Xã Hà Thanh,,Xã,298,Huyện Tứ Kỳ,30,Tỉnh Hải Dương
11155,Thị trấn Ninh Giang,,Thị trấn,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11161,Xã Ứng Hoè,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11164,Xã Nghĩa An,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11167,Xã Hồng Đức,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11173,Xã An Đức,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11176,Xã Vạn Phúc,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11179,Xã Tân Hương,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11185,Xã Vĩnh Hòa,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11188,Xã Đông Xuyên,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11197,Xã Tân Phong,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11200,Xã Ninh Hải,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11203,Xã Đồng Tâm,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11206,Xã Tân Quang,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11209,Xã Kiến Quốc,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11215,Xã Hồng Dụ,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11218,Xã Văn Hội,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11224,Xã Hồng Phong,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11227,Xã Hiệp Lực,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11230,Xã Hồng Phúc,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11233,Xã Hưng Long,,Xã,299,Huyện Ninh Giang,30,Tỉnh Hải Dương
11239,Thị trấn Thanh Miện,,Thị trấn,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11242,Xã Thanh Tùng,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11245,Xã Phạm Kha,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11248,Xã Ngô Quyền,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11251,Xã Đoàn Tùng,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11254,Xã Hồng Quang,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11257,Xã Tân Trào,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11260,Xã Lam Sơn,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11263,Xã Đoàn Kết,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11266,Xã Lê Hồng,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11269,Xã Tứ Cường,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11275,Xã Ngũ Hùng,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11278,Xã Cao Thắng,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11281,Xã Chi Lăng Bắc,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11284,Xã Chi Lăng Nam,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11287,Xã Thanh Giang,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11293,Xã Hồng Phong,,Xã,300,Huyện Thanh Miện,30,Tỉnh Hải Dương
11296,Phường Quán Toan,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11299,Phường Hùng Vương,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11302,Phường Sở Dầu,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11305,Phường Thượng Lý,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11308,Phường Hạ Lý,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11311,Phường Minh Khai,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11314,Phường Trại Chuối,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11320,Phường Hoàng Văn Thụ,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11323,Phường Phan Bội Châu,,Phường,303,Quận Hồng Bàng,31,Thành phố Hải Phòng
11329,Phường Máy Chai,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11332,Phường Máy Tơ,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11335,Phường Vạn Mỹ,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11338,Phường Cầu Tre,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11341,Phường Lạc Viên,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11347,Phường Gia Viên,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11350,Phường Đông Khê,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11353,Phường Cầu Đất,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11356,Phường Lê Lợi,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11359,Phường Đằng Giang,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11362,Phường Lạch Tray,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11365,Phường Đổng Quốc Bình,,Phường,304,Quận Ngô Quyền,31,Thành phố Hải Phòng
11368,Phường Cát Dài,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11371,Phường An Biên,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11374,Phường Lam Sơn,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11377,Phường An Dương,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11380,Phường Trần Nguyên Hãn,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11383,Phường Hồ Nam,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11386,Phường Trại Cau,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11389,Phường Dư Hàng,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11392,Phường Hàng Kênh,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11395,Phường Đông Hải,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11398,Phường Niệm Nghĩa,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11401,Phường Nghĩa Xá,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11404,Phường Dư Hàng Kênh,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11405,Phường Kênh Dương,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11407,Phường Vĩnh Niệm,,Phường,305,Quận Lê Chân,31,Thành phố Hải Phòng
11410,Phường Đông Hải 1,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11411,Phường Đông Hải 2,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11413,Phường Đằng Lâm,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11414,Phường Thành Tô,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11416,Phường Đằng Hải,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11419,Phường Nam Hải,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11422,Phường Cát Bi,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11425,Phường Tràng Cát,,Phường,306,Quận Hải An,31,Thành phố Hải Phòng
11428,Phường Quán Trữ,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11429,Phường Lãm Hà,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11431,Phường Đồng Hoà,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11434,Phường Bắc Sơn,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11437,Phường Nam Sơn,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11440,Phường Ngọc Sơn,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11443,Phường Trần Thành Ngọ,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11446,Phường Văn Đẩu,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11449,Phường Phù Liễn,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11452,Phường Tràng Minh,,Phường,307,Quận Kiến An,31,Thành phố Hải Phòng
11455,Phường Ngọc Xuyên,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11458,Phường Hải Sơn,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11461,Phường Vạn Hương,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11465,Phường Minh Đức,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11467,Phường Bàng La,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11737,Phường Hợp Đức,,Phường,308,Quận Đồ Sơn,31,Thành phố Hải Phòng
11683,Phường Đa Phúc,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11686,Phường Hưng Đạo,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11689,Phường Anh Dũng,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11692,Phường Hải Thành,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11707,Phường Hoà Nghĩa,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11740,Phường Tân Thành,,Phường,309,Quận Dương Kinh,31,Thành phố Hải Phòng
11470,Thị trấn Núi Đèo,,Thị trấn,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11473,Thị trấn Minh Đức,,Thị trấn,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11476,Xã Lại Xuân,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11479,Xã An Sơn,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11482,Xã Kỳ Sơn,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11485,Xã Liên Khê,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11488,Xã Lưu Kiếm,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11491,Xã Lưu Kỳ,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11494,Xã Gia Minh,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11497,Xã Gia Đức,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11500,Xã Minh Tân,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11503,Xã Phù Ninh,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11506,Xã Quảng Thanh,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11509,Xã Chính Mỹ,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11512,Xã Kênh Giang,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11515,Xã Hợp Thành,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11518,Xã Cao Nhân,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11521,Xã Mỹ Đồng,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11524,Xã Đông Sơn,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11527,Xã Hoà Bình,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11530,Xã Trung Hà,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11533,Xã An Lư,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11536,Xã Thuỷ Triều,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11539,Xã Ngũ Lão,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11542,Xã Phục Lễ,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11545,Xã Tam Hưng,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11548,Xã Phả Lễ,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11551,Xã Lập Lễ,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11554,Xã Kiền Bái,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11557,Xã Thiên Hương,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11560,Xã Thuỷ Sơn,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11563,Xã Thuỷ Đường,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11566,Xã Hoàng Động,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11569,Xã Lâm Động,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11572,Xã Hoa Động,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
11575,Xã Tân Dương,,Xã,311,Huyện Thuỷ Nguyên,31,Thành phố Hải Phòng
